bucket,bucket_description,signal,channel_id,case,selected_candidate_family,independent_rx_shape,independent_rx_timing,hspice_rx_shape,hspice_rx_timing,hspice_audit_class,hspice_audit_reason,rx_active_rmse_mv,rx_active_maxabs_mv,tx_active_rmse_mv,tx_active_maxabs_mv,figure
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch10_35_5F3N_f2_f23c49e2,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.011609986310122312,0.027216449535237844,17.116189801008055,19.22844872508378,02_rx_shape_pass_timing_warn/rx_side/009_WARN_Ch10_35_5F3N_f2_f23c49e2_audit_amp1p5_edge500_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch10_35_5F3N_f2_f23c49e2,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.011609986310122312,0.027216449535237844,17.116189801008055,19.22844872508378,02_rx_shape_pass_timing_warn/tx_side/009_WARN_Ch10_35_5F3N_f2_f23c49e2_audit_amp1p5_edge500_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch10_35_5F3N_f2_f23c49e2,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.011820174692269375,0.027491347776778977,17.682819842518434,20.897270690884067,02_rx_shape_pass_timing_warn/rx_side/010_WARN_Ch10_35_5F3N_f2_f23c49e2_audit_amp1p5_edge50_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch10_35_5F3N_f2_f23c49e2,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.011820174692269375,0.027491347776778977,17.682819842518434,20.897270690884067,02_rx_shape_pass_timing_warn/tx_side/010_WARN_Ch10_35_5F3N_f2_f23c49e2_audit_amp1p5_edge50_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch10_35_5F3N_f3_81049e25,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.051277777525175004,0.12725823824043223,31.357084054863275,68.87351064315045,02_rx_shape_pass_timing_warn/rx_side/011_WARN_Ch10_35_5F3N_f3_81049e25_audit_amp1p5_edge500_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch10_35_5F3N_f3_81049e25,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.051277777525175004,0.12725823824043223,31.357084054863275,68.87351064315045,02_rx_shape_pass_timing_warn/tx_side/011_WARN_Ch10_35_5F3N_f3_81049e25_audit_amp1p5_edge500_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch10_35_5F3N_f3_81049e25,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.05919092625719032,0.29756588333249284,32.670291640294906,70.82402999942724,02_rx_shape_pass_timing_warn/rx_side/012_WARN_Ch10_35_5F3N_f3_81049e25_audit_amp1p5_edge50_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch10_35_5F3N_f3_81049e25,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.05919092625719032,0.29756588333249284,32.670291640294906,70.82402999942724,02_rx_shape_pass_timing_warn/tx_side/012_WARN_Ch10_35_5F3N_f3_81049e25_audit_amp1p5_edge50_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch10_35_5F3N_f3_81049e25,audit_amp1p5_edge5_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.051455999552957675,0.13255711006394663,32.99420025375744,76.81786379583188,02_rx_shape_pass_timing_warn/rx_side/013_WARN_Ch10_35_5F3N_f3_81049e25_audit_amp1p5_edge5_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch10_35_5F3N_f3_81049e25,audit_amp1p5_edge5_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.051455999552957675,0.13255711006394663,32.99420025375744,76.81786379583188,02_rx_shape_pass_timing_warn/tx_side/013_WARN_Ch10_35_5F3N_f3_81049e25_audit_amp1p5_edge5_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch10_35_5F3N_f4_fc94db99,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.0433983449907279,0.07327198354971665,30.389888917056286,68.02071006026077,02_rx_shape_pass_timing_warn/rx_side/014_WARN_Ch10_35_5F3N_f4_fc94db99_audit_amp1p5_edge500_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch10_35_5F3N_f4_fc94db99,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.0433983449907279,0.07327198354971665,30.389888917056286,68.02071006026077,02_rx_shape_pass_timing_warn/tx_side/014_WARN_Ch10_35_5F3N_f4_fc94db99_audit_amp1p5_edge500_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch10_35_5F3N_f4_fc94db99,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.0451948514761551,0.14661615587740304,31.536276726727298,82.59089602395031,02_rx_shape_pass_timing_warn/rx_side/015_WARN_Ch10_35_5F3N_f4_fc94db99_audit_amp1p5_edge50_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch10_35_5F3N_f4_fc94db99,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.0451948514761551,0.14661615587740304,31.536276726727298,82.59089602395031,02_rx_shape_pass_timing_warn/tx_side/015_WARN_Ch10_35_5F3N_f4_fc94db99_audit_amp1p5_edge50_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch10_35_5F3N_f4_fc94db99,audit_amp1p5_edge5_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.04517237929287441,0.16267791219710764,31.36258594057128,70.16830685650686,02_rx_shape_pass_timing_warn/rx_side/016_WARN_Ch10_35_5F3N_f4_fc94db99_audit_amp1p5_edge5_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch10_35_5F3N_f4_fc94db99,audit_amp1p5_edge5_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.04517237929287441,0.16267791219710764,31.36258594057128,70.16830685650686,02_rx_shape_pass_timing_warn/tx_side/016_WARN_Ch10_35_5F3N_f4_fc94db99_audit_amp1p5_edge5_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch10_35_5F3N_f5_3a904f20,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.006817065140355748,0.025354628625467782,30.997326714335355,68.13787596530038,02_rx_shape_pass_timing_warn/rx_side/017_WARN_Ch10_35_5F3N_f5_3a904f20_audit_amp1p5_edge500_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch10_35_5F3N_f5_3a904f20,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.006817065140355748,0.025354628625467782,30.997326714335355,68.13787596530038,02_rx_shape_pass_timing_warn/tx_side/017_WARN_Ch10_35_5F3N_f5_3a904f20_audit_amp1p5_edge500_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch10_35_5F3N_f5_3a904f20,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.006344916611665691,0.020940668601404974,32.71089705665785,81.10554552746795,02_rx_shape_pass_timing_warn/rx_side/018_WARN_Ch10_35_5F3N_f5_3a904f20_audit_amp1p5_edge50_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch10_35_5F3N_f5_3a904f20,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.006344916611665691,0.020940668601404974,32.71089705665785,81.10554552746795,02_rx_shape_pass_timing_warn/tx_side/018_WARN_Ch10_35_5F3N_f5_3a904f20_audit_amp1p5_edge50_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch10_35_5F3N_f5_3a904f20,audit_amp1p5_edge5_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.007571645790436096,0.05624503946631388,32.2689966050842,69.66407213440088,02_rx_shape_pass_timing_warn/rx_side/019_WARN_Ch10_35_5F3N_f5_3a904f20_audit_amp1p5_edge5_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch10_35_5F3N_f5_3a904f20,audit_amp1p5_edge5_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.007571645790436096,0.05624503946631388,32.2689966050842,69.66407213440088,02_rx_shape_pass_timing_warn/tx_side/019_WARN_Ch10_35_5F3N_f5_3a904f20_audit_amp1p5_edge5_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch10_35_8F_f4_71660fc2,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.0433983449907279,0.07327198354971665,30.389888917056286,68.02071006026077,02_rx_shape_pass_timing_warn/rx_side/020_WARN_Ch10_35_8F_f4_71660fc2_audit_amp1p5_edge500_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch10_35_8F_f4_71660fc2,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.0433983449907279,0.07327198354971665,30.389888917056286,68.02071006026077,02_rx_shape_pass_timing_warn/tx_side/020_WARN_Ch10_35_8F_f4_71660fc2_audit_amp1p5_edge500_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch10_35_8F_f4_71660fc2,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.0451948514761551,0.14661615587740304,31.536276726727298,82.59089602395031,02_rx_shape_pass_timing_warn/rx_side/021_WARN_Ch10_35_8F_f4_71660fc2_audit_amp1p5_edge50_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch10_35_8F_f4_71660fc2,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.0451948514761551,0.14661615587740304,31.536276726727298,82.59089602395031,02_rx_shape_pass_timing_warn/tx_side/021_WARN_Ch10_35_8F_f4_71660fc2_audit_amp1p5_edge50_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch10_35_8F_f4_71660fc2,audit_amp1p5_edge5_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.04517237929287441,0.16267791219710764,31.36258594057128,70.16830685650686,02_rx_shape_pass_timing_warn/rx_side/022_WARN_Ch10_35_8F_f4_71660fc2_audit_amp1p5_edge5_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch10_35_8F_f4_71660fc2,audit_amp1p5_edge5_r50,reduced_4p_rx_dominant_delay_rc,PASS,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.04517237929287441,0.16267791219710764,31.36258594057128,70.16830685650686,02_rx_shape_pass_timing_warn/tx_side/022_WARN_Ch10_35_8F_f4_71660fc2_audit_amp1p5_edge5_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch1_10_5F3N_f1_8f9c2982,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.046406151562531125,0.2127376267145508,28.251077894718282,59.15022958917899,02_rx_shape_pass_timing_warn/rx_side/023_WARN_Ch1_10_5F3N_f1_8f9c2982_audit_amp1p5_edge500_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch1_10_5F3N_f1_8f9c2982,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.046406151562531125,0.2127376267145508,28.251077894718282,59.15022958917899,02_rx_shape_pass_timing_warn/tx_side/023_WARN_Ch1_10_5F3N_f1_8f9c2982_audit_amp1p5_edge500_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch1_10_5F3N_f1_8f9c2982,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.05228357878810616,0.26112694423327004,31.84279260003778,67.5648485609478,02_rx_shape_pass_timing_warn/rx_side/024_WARN_Ch1_10_5F3N_f1_8f9c2982_audit_amp1p5_edge50_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch1_10_5F3N_f1_8f9c2982,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.05228357878810616,0.26112694423327004,31.84279260003778,67.5648485609478,02_rx_shape_pass_timing_warn/tx_side/024_WARN_Ch1_10_5F3N_f1_8f9c2982_audit_amp1p5_edge50_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch1_10_5F3N_f1_8f9c2982,audit_amp1p5_edge5_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.050163120333685654,0.25161677437533336,32.03368584522103,93.0810548030102,02_rx_shape_pass_timing_warn/rx_side/025_WARN_Ch1_10_5F3N_f1_8f9c2982_audit_amp1p5_edge5_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch1_10_5F3N_f1_8f9c2982,audit_amp1p5_edge5_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.050163120333685654,0.25161677437533336,32.03368584522103,93.0810548030102,02_rx_shape_pass_timing_warn/tx_side/025_WARN_Ch1_10_5F3N_f1_8f9c2982_audit_amp1p5_edge5_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch1_10_5F3N_f2_47dc69c2,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.014215675235675707,0.03587694753249327,28.996955850286536,58.45133354682446,02_rx_shape_pass_timing_warn/rx_side/026_WARN_Ch1_10_5F3N_f2_47dc69c2_audit_amp1p5_edge500_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch1_10_5F3N_f2_47dc69c2,audit_amp1p5_edge500_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.014215675235675707,0.03587694753249327,28.996955850286536,58.45133354682446,02_rx_shape_pass_timing_warn/tx_side/026_WARN_Ch1_10_5F3N_f2_47dc69c2_audit_amp1p5_edge500_r50_tx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",rx,Ch1_10_5F3N_f2_47dc69c2,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.014475156661857917,0.045571321957227615,30.809082148229553,70.78564253367081,02_rx_shape_pass_timing_warn/rx_side/027_WARN_Ch1_10_5F3N_f2_47dc69c2_audit_amp1p5_edge50_r50_rx.png
02_rx_shape_pass_timing_warn,"RX shape matches HSPICE, but timing is WARN/ambiguous. Useful RX-shape evidence, not timing-certified.",tx,Ch1_10_5F3N_f2_47dc69c2,audit_amp1p5_edge50_r50,reduced_4p_rx_dominant_delay_rc,WARN,WARN,PASS,WARN,WARN,voltage_pass_threshold_delay_confidence_low,0.014475156661857917,0.045571321957227615,30.809082148229553,70.78564253367081,02_rx_shape_pass_timing_warn/tx_side/027_WARN_Ch1_10_5F3N_f2_47dc69c2_audit_amp1p5_edge50_r50_tx.png
