channel_id,path,relative_path,ports_from_suffix,bytes,status,supported_v1,ports,points,f_min_hz,f_max_hz,z0_summary,sampled_max_sv,sampled_max_sv_freq_hz,sampled_is_passive,dominant_path,dominant_peak_mag_db,dominant_low_freq_mag_db,dominant_high_freq_mag_db,dominant_delay_ns,delay_fmax_cycles,through_delay_spread_ns,through_paths_json,recommended_flow,route_reason,recommended_smoke_stop_ns,recommended_audit_stop_ns,recommended_candidates,ngspice_action
Ch1_10_5F3N_f5_30ca600f,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch1_10_5F3N_f5.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch1_10_5F3N_f5.s4p,4,1142130,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6001918992882506,49328259375.0,True,S42,-57.402359000000004,-93.39355499999999,-78.971619,2.753375919628285,137.66879598141426,0.052338823320168704,S31 peak=-60.83dB delay=2.702ns; S42 peak=-57.4dB delay=2.753ns; S13 peak=-60.61dB delay=2.701ns; S24 peak=-57.44dB delay=2.717ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,23,23,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch1_10_5F3N_t_9f42119e,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch1_10_5F3N_t.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch1_10_5F3N_t.s4p,4,1141978,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.9999600977658687,10000000.0,True,S31,-0.21383205000000058,-0.21383205000000058,-53.606308,2.435929585917641,121.79647929588205,0.0022370696361284637,S31 peak=-0.2138dB delay=2.436ns; S42 peak=-0.2155dB delay=2.434ns; S13 peak=-0.2255dB delay=2.437ns; S24 peak=-0.2277dB delay=2.434ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,23,23,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch2_12_5F3N_f1_3378b0a3,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch2_12_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f1.s4p,4,1142031,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6152760456049226,48281593750.0,True,S31,-54.48119,-59.26391600000001,-78.524994,3.0561174457116738,152.8058722855837,0.02003040163620895,S31 peak=-54.48dB delay=3.056ns; S42 peak=-55.14dB delay=3.048ns; S13 peak=-54.52dB delay=3.053ns; S24 peak=-55.11dB delay=3.036ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,24,24,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch2_12_5F3N_f2_d795f530,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch2_12_5F3N_f2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f2.s4p,4,1142303,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6310947062436845,45953934375.0,True,S31,-59.816441,-76.558807,-86.17449199999999,3.063335556000106,153.1667778000053,0.07693823209083428,S31 peak=-59.82dB delay=3.063ns; S42 peak=-62.02dB delay=3.136ns; S13 peak=-59.86dB delay=3.059ns; S24 peak=-61.81dB delay=3.116ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,24,24,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch2_12_5F3N_f3_c4aa62ca,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch2_12_5F3N_f3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f3.s4p,4,1142262,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6163022499838111,44969756250.0,True,S42,-36.294647,-78.358643,-72.039452,3.020807094752916,151.0403547376458,0.02999115378597983,S31 peak=-37.65dB delay=3.049ns; S42 peak=-36.29dB delay=3.021ns; S13 peak=-37.66dB delay=3.049ns; S24 peak=-36.31dB delay=3.019ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,24,24,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch2_12_5F3N_f4_5d940b85,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch2_12_5F3N_f4.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f4.s4p,4,1141985,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.606404260226956,44969756250.0,True,S31,-57.61176300000001,-86.34257500000001,-92.728752,3.1113387121872766,155.56693560936384,0.029780800604984226,S31 peak=-57.61dB delay=3.111ns; S42 peak=-58.22dB delay=3.092ns; S13 peak=-57.79dB delay=3.107ns; S24 peak=-58.18dB delay=3.082ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,24,24,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch2_12_5F3N_f5_f42d0440,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch2_12_5F3N_f5.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f5.s4p,4,1141966,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6013639473500609,45938312500.0,True,S13,-60.482609,-77.850182,-81.342056,3.2784463559376715,163.9223177968836,0.14846791580604934,S31 peak=-60.7dB delay=3.291ns; S42 peak=-62.69dB delay=3.16ns; S13 peak=-60.48dB delay=3.278ns; S24 peak=-62.73dB delay=3.142ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,24,24,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch2_12_5F3N_t_6b0325a2,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch2_12_5F3N_t.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_t.s4p,4,1141948,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.9997384908412731,10000000.0,True,S42,-0.2712474500000014,-0.2712474500000014,-56.853882,2.960322242226248,148.01611211131242,0.0016782467604432583,S31 peak=-0.2721dB delay=2.962ns; S42 peak=-0.2712dB delay=2.96ns; S13 peak=-0.2824dB delay=2.962ns; S24 peak=-0.285dB delay=2.961ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,23,23,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch3_17_5F3N_f1_ea073bed,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch3_17_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch3_17_5F3N_f1.s4p,4,1142051,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6096650037502876,48312837500.0,True,S42,-53.130512,-53.130512,-80.805054,4.5368651063544325,226.84325531772163,0.02103633171088326,S31 peak=-53.61dB delay=4.553ns; S42 peak=-53.13dB delay=4.537ns; S13 peak=-53.29dB delay=4.549ns; S24 peak=-53.83dB delay=4.532ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,25,25,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch3_17_5F3N_f2_88fcb92b,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch3_17_5F3N_f2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch3_17_5F3N_f2.s4p,4,1142268,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6219544386987234,48359703125.0,True,S24,-63.811736999999994,-82.381294,-75.431618,4.466154564246086,223.3077282123043,0.15394083261102942,S31 peak=-68.82dB delay=4.62ns; S42 peak=-63.82dB delay=4.473ns; S13 peak=-68.43dB delay=4.568ns; S24 peak=-63.81dB delay=4.466ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,25,25,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch3_17_5F3N_f3_c08ef229,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch3_17_5F3N_f3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch3_17_5F3N_f3.s4p,4,1142125,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6115603969485747,44954134375.0,True,S13,-41.862934,-74.991432,-82.247231,4.506961036652035,225.34805183260175,0.02529803738546388,S31 peak=-41.89dB delay=4.507ns; S42 peak=-43.62dB delay=4.532ns; S13 peak=-41.86dB delay=4.507ns; S24 peak=-43.6dB delay=4.529ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,25,25,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch3_17_5F3N_f4_efc6aab7,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch3_17_5F3N_f4.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch3_17_5F3N_f4.s4p,4,1142151,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6038794803308428,49406368750.0,True,S31,-55.559883,-91.32858299999998,-86.11364,4.57097112755879,228.54855637793955,0.022945611344347583,S31 peak=-55.56dB delay=4.571ns; S42 peak=-63.45dB delay=4.565ns; S13 peak=-55.56dB delay=4.57ns; S24 peak=-63.54dB delay=4.548ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,25,25,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch3_17_5F3N_f5_2005253f,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch3_17_5F3N_f5.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch3_17_5F3N_f5.s4p,4,1141924,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6021460907777316,49359503125.0,True,S24,-67.044136,-88.069725,-73.171562,4.676359805295015,233.81799026475076,0.06885786046181686,S31 peak=-68.95dB delay=4.639ns; S42 peak=-67.23dB delay=4.628ns; S13 peak=-68.79dB delay=4.608ns; S24 peak=-67.04dB delay=4.676ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,25,25,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch3_17_5F3N_t_b5beac5f,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch3_17_5F3N_t.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch3_17_5F3N_t.s4p,4,1141966,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.9988032878733762,10000000.0,True,S31,-0.4315367900000006,-0.4315367900000006,-74.031525,4.454522193327656,222.7261096663828,0.0015551554756401131,S31 peak=-0.4315dB delay=4.455ns; S42 peak=-0.4323dB delay=4.453ns; S13 peak=-0.4442dB delay=4.454ns; S24 peak=-0.4462dB delay=4.453ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,25,25,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch4_20_5F3N_f1_3d23614b,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch4_20_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch4_20_5F3N_f1.s4p,4,1141334,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6146066159913834,45563387500.0,True,S42,-62.27222400000001,-62.27222400000001,-95.735413,9.052429108043992,452.6214554021996,0.030339579026579244,S31 peak=-63.25dB delay=9.07ns; S42 peak=-62.27dB delay=9.052ns; S13 peak=-62.96dB delay=9.045ns; S24 peak=-62.95dB delay=9.076ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,30,30,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch4_20_5F3N_f2_82231e3b,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch4_20_5F3N_f2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch4_20_5F3N_f2.s4p,4,1141231,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6153720320348864,45563387500.0,True,S42,-66.515472,-84.040741,-86.933426,9.02049112044633,451.0245560223165,0.09400057789336458,S31 peak=-72.66dB delay=9.041ns; S42 peak=-66.52dB delay=9.02ns; S13 peak=-71.11dB delay=8.947ns; S24 peak=-66.58dB delay=8.989ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,30,30,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch4_20_5F3N_f3_f9f1e38c,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch4_20_5F3N_f3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch4_20_5F3N_f3.s4p,4,1141285,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6139997239373086,45563387500.0,True,S31,-44.864189,-78.620399,-95.60839099999998,9.064005556666796,453.20027783333984,0.008692080638361688,S31 peak=-44.86dB delay=9.064ns; S42 peak=-45.97dB delay=9.071ns; S13 peak=-44.87dB delay=9.069ns; S24 peak=-46dB delay=9.063ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,30,30,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch4_20_5F3N_f4_b2aeb782,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch4_20_5F3N_f4.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch4_20_5F3N_f4.s4p,4,1141150,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6147546200452143,45422790625.0,True,S31,-61.842022,-85.548073,-85.583687,9.056898135182514,452.8449067591257,0.13027532617590332,S31 peak=-61.84dB delay=9.057ns; S42 peak=-66.2dB delay=9.12ns; S13 peak=-62dB delay=8.998ns; S24 peak=-66.2dB delay=9.129ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,30,30,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch4_20_5F3N_f5_fb83e9a3,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch4_20_5F3N_f5.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch4_20_5F3N_f5.s4p,4,1141367,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6154004297208264,45422790625.0,True,S13,-69.512703,-83.409157,-90.606415,9.093431041763848,454.6715520881924,0.42172037518608896,S31 peak=-69.62dB delay=9.136ns; S42 peak=-71.83dB delay=8.901ns; S13 peak=-69.51dB delay=9.093ns; S24 peak=-71.91dB delay=8.715ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,30,30,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch4_20_5F3N_t_78b3548c,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch4_20_5F3N_t.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch4_20_5F3N_t.s4p,4,1141186,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.9931324963059647,10000000.0,True,S31,-0.3473958100000012,-0.3473958100000012,-83.338593,8.993794092151655,449.68970460758277,0.0037878686848831222,S31 peak=-0.3474dB delay=8.994ns; S42 peak=-0.3825dB delay=8.991ns; S13 peak=-0.3532dB delay=8.994ns; S24 peak=-0.3606dB delay=8.99ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,29,29,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch5_22_5F3N_f1_ceb18ce3,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch5_22_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch5_22_5F3N_f1.s4p,4,1141974,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6047610010281637,48297215625.0,True,S42,-50.201576,-50.201576,-87.996231,6.054318970460177,302.7159485230089,0.11654515792118403,S31 peak=-50.36dB delay=6.154ns; S42 peak=-50.2dB delay=6.054ns; S13 peak=-50.39dB delay=6.171ns; S24 peak=-50.31dB delay=6.06ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,27,27,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch5_22_5F3N_f2_46ed874c,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch5_22_5F3N_f2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch5_22_5F3N_f2.s4p,4,1142133,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6241705873331317,46016421875.0,True,S24,-66.468361,-76.839874,-82.672668,5.938273227979177,296.9136613989588,0.0978682225332399,S31 peak=-72.37dB delay=6.036ns; S42 peak=-66.75dB delay=5.942ns; S13 peak=-70.72dB delay=6.035ns; S24 peak=-66.47dB delay=5.938ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,26,26,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
Ch5_22_5F3N_f3_8c03a4fd,C:\Users\sh3qm\code\ibis_comparison\hspice\sparam\Cisco_Backplane_channel_data\5F3N\Ch5_22_5F3N_f3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch5_22_5F3N_f3.s4p,4,1141930,ok,True,4,3201,10000000.0,50000000000.0,50;50;50;50;50;50;50;50...,0.6104111528264565,44954134375.0,True,S13,-47.046818,-76.911537,-86.945335,5.982367540174736,299.1183770087368,0.031427396590589574,S31 peak=-47.05dB delay=5.984ns; S42 peak=-48.33dB delay=6.014ns; S13 peak=-47.05dB delay=5.982ns; S24 peak=-48.37dB delay=6.009ns,delay_aware_required,long propagation delay creates too many phase wraps for direct vector-fit export,26,26,none_as_final,skip direct vector-fit as final; run delay-aware residual/prototype and HSPICE audit
